case_name,test_group,mode,pattern,target_metric,sweep_axis,repeat_id,x_flag,xfer_label,gpu_id,threads,dataset,io_size,throughput_gib_s,avg_latency_us,iops,ops,total_time_s,exit_code,case_dir,xfer_match,prepared_dataset
thread_sweep_iops__read__x2__th4__io4K__rep3,thread_sweep_iops,read,rand,iops_latency,threads,3,2,CPU_GPU,0,4,1G,4K,0.220012,69.395666,57674.842333,552808,9.584907,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/thread_sweep_iops__read__x2__th4__io4K__rep3,1,1
thread_sweep_iops__read__x2__th8__io4K__rep3,thread_sweep_iops,read,rand,iops_latency,threads,3,2,CPU_GPU,0,8,1G,4K,0.405815,75.203581,106381.961777,1006029,9.456763,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/thread_sweep_iops__read__x2__th8__io4K__rep3,1,1
thread_sweep_iops__read__x2__th16__io4K__rep3,thread_sweep_iops,read,rand,iops_latency,threads,3,2,CPU_GPU,0,16,1G,4K,0.735179,83.019762,192722.894166,1825907,9.474261,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/thread_sweep_iops__read__x2__th16__io4K__rep3,1,1
thread_sweep_iops__read__x2__th32__io4K__rep3,thread_sweep_iops,read,rand,iops_latency,threads,3,2,CPU_GPU,0,32,1G,4K,1.201934,101.562310,315079.916303,3007256,9.544423,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/thread_sweep_iops__read__x2__th32__io4K__rep3,1,1
io_size_sweep_throughput__write__x2__th8__io128K__rep3,io_size_sweep_throughput,write,seq,throughput,io_size,3,2,CPU_GPU,0,8,1G,128K,2.366840,412.594734,19389.151396,187378,9.664064,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/io_size_sweep_throughput__write__x2__th8__io128K__rep3,1,1
io_size_sweep_throughput__write__x2__th8__io256K__rep3,io_size_sweep_throughput,write,seq,throughput,io_size,3,2,CPU_GPU,0,8,1G,256K,3.547747,550.539189,14531.572923,140274,9.653050,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/io_size_sweep_throughput__write__x2__th8__io256K__rep3,1,1
io_size_sweep_throughput__write__x2__th8__io512K__rep3,io_size_sweep_throughput,write,seq,throughput,io_size,3,2,CPU_GPU,0,8,1G,512K,4.679434,834.714830,9583.480439,91640,9.562288,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/io_size_sweep_throughput__write__x2__th8__io512K__rep3,1,1
io_size_sweep_throughput__write__x2__th8__io1M__rep3,io_size_sweep_throughput,write,seq,throughput,io_size,3,2,CPU_GPU,0,8,1G,1M,5.375891,1453.202494,5504.912210,52857,9.601788,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/io_size_sweep_throughput__write__x2__th8__io1M__rep3,1,1
io_size_sweep_throughput__write__x2__th8__io2M__rep3,io_size_sweep_throughput,write,seq,throughput,io_size,3,2,CPU_GPU,0,8,1G,2M,5.119248,3052.490908,2621.054789,25145,9.593466,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/io_size_sweep_throughput__write__x2__th8__io2M__rep3,1,1
io_size_sweep_throughput__write__x2__th8__io4M__rep3,io_size_sweep_throughput,write,seq,throughput,io_size,3,2,CPU_GPU,0,8,1G,4M,4.313304,7051.727592,1104.205708,10467,9.479212,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/io_size_sweep_throughput__write__x2__th8__io4M__rep3,1,1
io_size_sweep_iops__write__x2__th32__io4K__rep3,io_size_sweep_iops,write,rand,iops_latency,io_size,3,2,CPU_GPU,0,32,1G,4K,1.518027,80.413238,397941.588056,3776402,9.489840,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/io_size_sweep_iops__write__x2__th32__io4K__rep3,1,1
io_size_sweep_iops__write__x2__th32__io8K__rep3,io_size_sweep_iops,write,rand,iops_latency,io_size,3,2,CPU_GPU,0,32,1G,8K,1.657480,147.292536,217249.264472,2096206,9.648852,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/io_size_sweep_iops__write__x2__th32__io8K__rep3,1,1
io_size_sweep_iops__write__x2__th32__io16K__rep3,io_size_sweep_iops,write,rand,iops_latency,io_size,3,2,CPU_GPU,0,32,1G,16K,1.533632,318.376128,100508.121525,956201,9.513669,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/io_size_sweep_iops__write__x2__th32__io16K__rep3,1,1
io_size_sweep_iops__write__x2__th32__io32K__rep3,io_size_sweep_iops,write,rand,iops_latency,io_size,3,2,CPU_GPU,0,32,1G,32K,1.425953,684.831914,46725.624515,461155,9.869424,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/io_size_sweep_iops__write__x2__th32__io32K__rep3,1,1
io_size_sweep_iops__write__x2__th32__io64K__rep3,io_size_sweep_iops,write,rand,iops_latency,io_size,3,2,CPU_GPU,0,32,1G,64K,1.286167,1518.775783,21072.562153,218538,10.370737,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/io_size_sweep_iops__write__x2__th32__io64K__rep3,1,1
io_size_sweep_iops__write__x2__th32__io128K__rep3,io_size_sweep_iops,write,rand,iops_latency,io_size,3,2,CPU_GPU,0,32,1G,128K,1.128628,3460.741574,9245.720926,94162,10.184387,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/io_size_sweep_iops__write__x2__th32__io128K__rep3,1,1
thread_sweep_throughput__write__x2__th1__io1M__rep3,thread_sweep_throughput,write,seq,throughput,threads,3,2,CPU_GPU,0,1,1G,1M,1.695463,575.967171,1736.154212,16784,9.667344,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/thread_sweep_throughput__write__x2__th1__io1M__rep3,1,1
thread_sweep_throughput__write__x2__th2__io1M__rep3,thread_sweep_throughput,write,seq,throughput,threads,3,2,CPU_GPU,0,2,1G,1M,3.858967,506.110413,3951.582325,38175,9.660687,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/thread_sweep_throughput__write__x2__th2__io1M__rep3,1,1
thread_sweep_throughput__write__x2__th4__io1M__rep3,thread_sweep_throughput,write,seq,throughput,threads,3,2,CPU_GPU,0,4,1G,1M,5.178768,754.255653,5303.058282,51261,9.666309,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/thread_sweep_throughput__write__x2__th4__io1M__rep3,1,1
thread_sweep_throughput__write__x2__th8__io1M__rep3,thread_sweep_throughput,write,seq,throughput,threads,3,2,CPU_GPU,0,8,1G,1M,5.145649,1516.943123,5269.145038,50169,9.521279,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/thread_sweep_throughput__write__x2__th8__io1M__rep3,1,1
thread_sweep_throughput__write__x2__th16__io1M__rep3,thread_sweep_throughput,write,seq,throughput,threads,3,2,CPU_GPU,0,16,1G,1M,3.200754,4881.634036,3277.571752,31225,9.526870,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/thread_sweep_throughput__write__x2__th16__io1M__rep3,1,1
thread_sweep_throughput__write__x2__th32__io1M__rep3,thread_sweep_throughput,write,seq,throughput,threads,3,2,CPU_GPU,0,32,1G,1M,2.741580,10719.667990,2807.378325,28641,10.202045,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/thread_sweep_throughput__write__x2__th32__io1M__rep3,1,1
thread_sweep_iops__write__x2__th1__io4K__rep3,thread_sweep_iops,write,rand,iops_latency,threads,3,2,CPU_GPU,0,1,1G,4K,0.331004,11.524494,86770.636592,835587,9.629836,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/thread_sweep_iops__write__x2__th1__io4K__rep3,1,1
thread_sweep_iops__write__x2__th2__io4K__rep3,thread_sweep_iops,write,rand,iops_latency,threads,3,2,CPU_GPU,0,2,1G,4K,0.563313,13.543703,147669.165085,1431938,9.696933,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/thread_sweep_iops__write__x2__th2__io4K__rep3,1,1
thread_sweep_iops__write__x2__th4__io4K__rep3,thread_sweep_iops,write,rand,iops_latency,threads,3,2,CPU_GPU,0,4,1G,4K,0.745270,20.517016,195367.939344,1888861,9.668224,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/thread_sweep_iops__write__x2__th4__io4K__rep3,1,1
thread_sweep_iops__write__x2__th8__io4K__rep3,thread_sweep_iops,write,rand,iops_latency,threads,3,2,CPU_GPU,0,8,1G,4K,0.993099,30.729889,260334.922907,2494536,9.582026,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/thread_sweep_iops__write__x2__th8__io4K__rep3,1,1
thread_sweep_iops__write__x2__th16__io4K__rep3,thread_sweep_iops,write,rand,iops_latency,threads,3,2,CPU_GPU,0,16,1G,4K,1.488715,41.001557,390257.627585,3713034,9.514315,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/thread_sweep_iops__write__x2__th16__io4K__rep3,1,1
thread_sweep_iops__write__x2__th32__io4K__rep3,thread_sweep_iops,write,rand,iops_latency,threads,3,2,CPU_GPU,0,32,1G,4K,1.231181,99.155946,322746.720503,2989162,9.261634,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/thread_sweep_iops__write__x2__th32__io4K__rep3,1,1
